"scen","country","iso3n","period","cob","sex","agegr","edu3","edu_names3","pop","imm","emi"
"Medium","Finland",246,"2040-2044","NEU","Female","65+","e4","Low",10199,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","65+","e5","Middle",5946,0,0
"Medium","Finland",246,"2040-2044","NEU","Female","65+","e6","High",5308,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","0-19","e4","Low",4599,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","0-19","e5","Middle",1314,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","0-19","e6","High",1,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","20-39","e4","Low",22074,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","20-39","e5","Middle",8833,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","20-39","e6","High",11697,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","40-64","e4","Low",41522,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","40-64","e5","Middle",16340,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","40-64","e6","High",26911,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","65+","e4","Low",9654,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","65+","e5","Middle",5731,0,0
"Medium","Finland",246,"2040-2044","NEU","Male","65+","e6","High",6495,0,0
"Medium","France",250,"2020-2024","EU","Female","0-19","e4","Low",91735,4895,2509
"Medium","France",250,"2020-2024","EU","Female","0-19","e5","Middle",10319,5698,3550
"Medium","France",250,"2020-2024","EU","Female","0-19","e6","High",668,4160,3345
"Medium","France",250,"2020-2024","EU","Female","20-39","e4","Low",35902,1432,278
"Medium","France",250,"2020-2024","EU","Female","20-39","e5","Middle",58994,6755,4220
"Medium","France",250,"2020-2024","EU","Female","20-39","e6","High",96687,28806,23206
"Medium","France",250,"2020-2024","EU","Female","40-64","e4","Low",125773,2789,1472
"Medium","France",250,"2020-2024","EU","Female","40-64","e5","Middle",130857,5218,6542
"Medium","France",250,"2020-2024","EU","Female","40-64","e6","High",127768,13096,15064
"Medium","France",250,"2020-2024","EU","Female","65+","e4","Low",229556,1311,1615
"Medium","France",250,"2020-2024","EU","Female","65+","e5","Middle",74164,1272,2212
"Medium","France",250,"2020-2024","EU","Female","65+","e6","High",48099,2487,3232
"Medium","France",250,"2020-2024","EU","Male","0-19","e4","Low",96559,5013,2893
"Medium","France",250,"2020-2024","EU","Male","0-19","e5","Middle",10141,5532,4576
"Medium","France",250,"2020-2024","EU","Male","0-19","e6","High",583,1966,2247
"Medium","France",250,"2020-2024","EU","Male","20-39","e4","Low",46534,2345,669
"Medium","France",250,"2020-2024","EU","Male","20-39","e5","Middle",63434,6721,5577
"Medium","France",250,"2020-2024","EU","Male","20-39","e6","High",59429,18528,17969
"Medium","France",250,"2020-2024","EU","Male","40-64","e4","Low",126014,3012,1636
"Medium","France",250,"2020-2024","EU","Male","40-64","e5","Middle",145411,4749,6947
"Medium","France",250,"2020-2024","EU","Male","40-64","e6","High",92129,9464,11894
"Medium","France",250,"2020-2024","EU","Male","65+","e4","Low",149901,918,1151
"Medium","France",250,"2020-2024","EU","Male","65+","e5","Middle",75587,998,2245
"Medium","France",250,"2020-2024","EU","Male","65+","e6","High",45642,2121,3044
"Medium","France",250,"2020-2024","NAT","Female","0-19","e4","Low",6410595,1067,540
"Medium","France",250,"2020-2024","NAT","Female","0-19","e5","Middle",647245,1549,962
"Medium","France",250,"2020-2024","NAT","Female","0-19","e6","High",30343,1159,932
"Medium","France",250,"2020-2024","NAT","Female","20-39","e4","Low",532955,697,141
"Medium","France",250,"2020-2024","NAT","Female","20-39","e5","Middle",2593396,3427,2254
"Medium","France",250,"2020-2024","NAT","Female","20-39","e6","High",3357228,16418,13966
"Medium","France",250,"2020-2024","NAT","Female","40-64","e4","Low",1650167,1136,552
"Medium","France",250,"2020-2024","NAT","Female","40-64","e5","Middle",3963346,3677,4517
"Medium","France",250,"2020-2024","NAT","Female","40-64","e6","High",3262327,12230,14193
"Medium","France",250,"2020-2024","NAT","Female","65+","e4","Low",3601092,406,500
"Medium","France",250,"2020-2024","NAT","Female","65+","e5","Middle",2120147,889,1563
"Medium","France",250,"2020-2024","NAT","Female","65+","e6","High",942159,1824,2372
"Medium","France",250,"2020-2024","NAT","Male","0-19","e4","Low",6730009,1059,611
"Medium","France",250,"2020-2024","NAT","Male","0-19","e5","Middle",658839,1404,1159
"Medium","France",250,"2020-2024","NAT","Male","0-19","e6","High",26295,580,663
"Medium","France",250,"2020-2024","NAT","Male","20-39","e4","Low",738126,927,273
"Medium","France",250,"2020-2024","NAT","Male","20-39","e5","Middle",3043369,2961,2589
"Medium","France",250,"2020-2024","NAT","Male","20-39","e6","High",2654330,11083,11225
"Medium","France",250,"2020-2024","NAT","Male","40-64","e4","Low",1471410,1093,551
"Medium","France",250,"2020-2024","NAT","Male","40-64","e5","Middle",4299056,3087,4415
"Medium","France",250,"2020-2024","NAT","Male","40-64","e6","High",2741113,8228,10580
"Medium","France",250,"2020-2024","NAT","Male","65+","e4","Low",1866326,224,281
"Medium","France",250,"2020-2024","NAT","Male","65+","e5","Middle",2045574,542,1239
"Medium","France",250,"2020-2024","NAT","Male","65+","e6","High",981026,1046,1509
"Medium","France",250,"2020-2024","NEU","Female","0-19","e4","Low",227858,76319,36331
"Medium","France",250,"2020-2024","NEU","Female","0-19","e5","Middle",39668,31404,19412
"Medium","France",250,"2020-2024","NEU","Female","0-19","e6","High",3290,22634,18201
"Medium","France",250,"2020-2024","NEU","Female","20-39","e4","Low",241341,39659,7195
"Medium","France",250,"2020-2024","NEU","Female","20-39","e5","Middle",296949,41434,25354
"Medium","France",250,"2020-2024","NEU","Female","20-39","e6","High",423633,92152,73099
"Medium","France",250,"2020-2024","NEU","Female","40-64","e4","Low",509053,19705,9074
"Medium","France",250,"2020-2024","NEU","Female","40-64","e5","Middle",391831,11292,13624
"Medium","France",250,"2020-2024","NEU","Female","40-64","e6","High",382691,18761,21676
"Medium","France",250,"2020-2024","NEU","Female","65+","e4","Low",357279,3465,4131
"Medium","France",250,"2020-2024","NEU","Female","65+","e5","Middle",157476,1692,2919
"Medium","France",250,"2020-2024","NEU","Female","65+","e6","High",117180,2377,3069
"Medium","France",250,"2020-2024","NEU","Male","0-19","e4","Low",251757,74821,40654
"Medium","France",250,"2020-2024","NEU","Male","0-19","e5","Middle",42527,27918,23004
"Medium","France",250,"2020-2024","NEU","Male","0-19","e6","High",2895,13276,15172
"Medium","France",250,"2020-2024","NEU","Male","20-39","e4","Low",228299,42578,11709
"Medium","France",250,"2020-2024","NEU","Male","20-39","e5","Middle",297561,39556,32446
"Medium","France",250,"2020-2024","NEU","Male","20-39","e6","High",326282,72753,69499
"Medium","France",250,"2020-2024","NEU","Male","40-64","e4","Low",417704,18794,9515
"Medium","France",250,"2020-2024","NEU","Male","40-64","e5","Middle",427247,12056,17167
"Medium","France",250,"2020-2024","NEU","Male","40-64","e6","High",373405,18210,23069
"Medium","France",250,"2020-2024","NEU","Male","65+","e4","Low",315034,2645,3208
"Medium","France",250,"2020-2024","NEU","Male","65+","e5","Middle",167786,1513,3361
"Medium","France",250,"2020-2024","NEU","Male","65+","e6","High",150655,2651,3764
"Medium","France",250,"2025-2029","EU","Female","0-19","e4","Low",62289,2739,1184
"Medium","France",250,"2025-2029","EU","Female","0-19","e5","Middle",11913,5215,3077
"Medium","France",250,"2025-2029","EU","Female","0-19","e6","High",759,3495,2654
"Medium","France",250,"2025-2029","EU","Female","20-39","e4","Low",28714,867,141
"Medium","France",250,"2025-2029","EU","Female","20-39","e5","Middle",50122,5539,3148
"Medium","France",250,"2025-2029","EU","Female","20-39","e6","High",93819,25824,20546
"Medium","France",250,"2025-2029","EU","Female","40-64","e4","Low",101247,1982,845
"Medium","France",250,"2025-2029","EU","Female","40-64","e5","Middle",116087,4235,4947
"Medium","France",250,"2025-2029","EU","Female","40-64","e6","High",137005,12465,14195
"Medium","France",250,"2025-2029","EU","Female","65+","e4","Low",214837,1007,1038
"Medium","France",250,"2025-2029","EU","Female","65+","e5","Middle",91792,1439,2217
"Medium","France",250,"2025-2029","EU","Female","65+","e6","High",61940,2961,3435
"Medium","France",250,"2025-2029","EU","Male","0-19","e4","Low",65464,2723,1398
"Medium","France",250,"2025-2029","EU","Male","0-19","e5","Middle",11372,5037,3821
"Medium","France",250,"2025-2029","EU","Male","0-19","e6","High",678,1514,1622
"Medium","France",250,"2025-2029","EU","Male","20-39","e4","Low",40259,1527,400
"Medium","France",250,"2025-2029","EU","Male","20-39","e5","Middle",54170,5859,4590
"Medium","France",250,"2025-2029","EU","Male","20-39","e6","High",56460,16702,16186
"Medium","France",250,"2025-2029","EU","Male","40-64","e4","Low",110521,2325,1067
"Medium","France",250,"2025-2029","EU","Male","40-64","e5","Middle",127355,3949,5214
"Medium","France",250,"2025-2029","EU","Male","40-64","e6","High",90626,8650,10719
"Medium","France",250,"2025-2029","EU","Male","65+","e4","Low",136746,730,746
"Medium","France",250,"2025-2029","EU","Male","65+","e5","Middle",91022,1106,2130
"Medium","France",250,"2025-2029","EU","Male","65+","e6","High",54707,2259,2810
"Medium","France",250,"2025-2029","NAT","Female","0-19","e4","Low",4824139,691,305
"Medium","France",250,"2025-2029","NAT","Female","0-19","e5","Middle",1284711,1529,883
"Medium","France",250,"2025-2029","NAT","Female","0-19","e6","High",874309,1197,954
"Medium","France",250,"2025-2029","NAT","Female","20-39","e4","Low",484895,443,76
"Medium","France",250,"2025-2029","NAT","Female","20-39","e5","Middle",2443431,2715,1600
"Medium","France",250,"2025-2029","NAT","Female","20-39","e6","High",3605704,13138,10643
"Medium","France",250,"2025-2029","NAT","Female","40-64","e4","Low",1242207,931,378
"Medium","France",250,"2025-2029","NAT","Female","40-64","e5","Middle",3786828,3370,3900
"Medium","France",250,"2025-2029","NAT","Female","40-64","e6","High",3745701,12810,14662
"Medium","France",250,"2025-2029","NAT","Female","65+","e4","Low",3273943,365,380
"Medium","France",250,"2025-2029","NAT","Female","65+","e5","Middle",2623271,995,1552
"Medium","France",250,"2025-2029","NAT","Female","65+","e6","High",1256740,2235,2614
"Medium","France",250,"2025-2029","NAT","Male","0-19","e4","Low",5066680,671,358
"Medium","France",250,"2025-2029","NAT","Male","0-19","e5","Middle",1323769,1426,1085
"Medium","France",250,"2025-2029","NAT","Male","0-19","e6","High",911145,622,696
"Medium","France",250,"2025-2029","NAT","Male","20-39","e4","Low",724029,619,167
"Medium","France",250,"2025-2029","NAT","Male","20-39","e5","Middle",2969158,2475,1972
"Medium","France",250,"2025-2029","NAT","Male","20-39","e6","High",2912186,8774,8567
"Medium","France",250,"2025-2029","NAT","Male","40-64","e4","Low",1220853,971,429
"Medium","France",250,"2025-2029","NAT","Male","40-64","e5","Middle",4168664,3013,3941
"Medium","France",250,"2025-2029","NAT","Male","40-64","e6","High",3039353,8771,10978
"Medium","France",250,"2025-2029","NAT","Male","65+","e4","Low",1692495,207,213
"Medium","France",250,"2025-2029","NAT","Male","65+","e5","Middle",2473166,632,1235
"Medium","France",250,"2025-2029","NAT","Male","65+","e6","High",1218772,1218,1527
"Medium","France",250,"2025-2029","NEU","Female","0-19","e4","Low",162374,70250,26837
"Medium","France",250,"2025-2029","NEU","Female","0-19","e5","Middle",34442,39750,23339
"Medium","France",250,"2025-2029","NEU","Female","0-19","e6","High",2569,26746,20311
"Medium","France",250,"2025-2029","NEU","Female","20-39","e4","Low",208721,37125,5775
"Medium","France",250,"2025-2029","NEU","Female","20-39","e5","Middle",245455,44327,24891
"Medium","France",250,"2025-2029","NEU","Female","20-39","e6","High",386517,105919,83943
"Medium","France",250,"2025-2029","NEU","Female","40-64","e4","Low",501608,21028,7777
"Medium","France",250,"2025-2029","NEU","Female","40-64","e5","Middle",408490,13340,14411
"Medium","France",250,"2025-2029","NEU","Female","40-64","e6","High",439642,25224,28461
"Medium","France",250,"2025-2029","NEU","Female","65+","e4","Low",405384,4114,4152
"Medium","France",250,"2025-2029","NEU","Female","65+","e5","Middle",206481,2366,3626
"Medium","France",250,"2025-2029","NEU","Female","65+","e6","High",165408,3434,3977
"Medium","France",250,"2025-2029","NEU","Male","0-19","e4","Low",168639,68027,30528
"Medium","France",250,"2025-2029","NEU","Male","0-19","e5","Middle",29784,36244,27369
"Medium","France",250,"2025-2029","NEU","Male","0-19","e6","High",1975,15631,16741
"Medium","France",250,"2025-2029","NEU","Male","20-39","e4","Low",213889,39738,10244
"Medium","France",250,"2025-2029","NEU","Male","20-39","e5","Middle",254971,42151,32962
"Medium","France",250,"2025-2029","NEU","Male","20-39","e6","High",286923,83555,80712
"Medium","France",250,"2025-2029","NEU","Male","40-64","e4","Low",425357,20521,8719
"Medium","France",250,"2025-2029","NEU","Male","40-64","e5","Middle",430239,14122,17646
"Medium","France",250,"2025-2029","NEU","Male","40-64","e6","High",387614,22707,28064
"Medium","France",250,"2025-2029","NEU","Male","65+","e4","Low",311998,3152,3157
"Medium","France",250,"2025-2029","NEU","Male","65+","e5","Middle",207277,2121,4050
"Medium","France",250,"2025-2029","NEU","Male","65+","e6","High",197263,3577,4425
"Medium","France",250,"2030-2034","EU","Female","0-19","e4","Low",31684,1918,696
"Medium","France",250,"2030-2034","EU","Female","0-19","e5","Middle",10136,4826,2661
"Medium","France",250,"2030-2034","EU","Female","0-19","e6","High",655,2825,1960
"Medium","France",250,"2030-2034","EU","Female","20-39","e4","Low",23422,560,79
"Medium","France",250,"2030-2034","EU","Female","20-39","e5","Middle",43325,4584,2387
"Medium","France",250,"2030-2034","EU","Female","20-39","e6","High",93938,23497,18594
"Medium","France",250,"2030-2034","EU","Female","40-64","e4","Low",81732,1379,479
"Medium","France",250,"2030-2034","EU","Female","40-64","e5","Middle",98412,3485,3638
"Medium","France",250,"2030-2034","EU","Female","40-64","e6","High",142909,11908,13223
"Medium","France",250,"2030-2034","EU","Female","65+","e4","Low",199561,812,696
"Medium","France",250,"2030-2034","EU","Female","65+","e5","Middle",111363,1492,2186
"Medium","France",250,"2030-2034","EU","Female","65+","e6","High",77646,3274,3603
"Medium","France",250,"2030-2034","EU","Male","0-19","e4","Low",33428,1857,832
"Medium","France",250,"2030-2034","EU","Male","0-19","e5","Middle",9746,4708,3261
"Medium","France",250,"2030-2034","EU","Male","0-19","e6","High",598,1214,1187
"Medium","France",250,"2030-2034","EU","Male","20-39","e4","Low",35061,1039,257
"Medium","France",250,"2030-2034","EU","Male","20-39","e5","Middle",48768,5059,3791
"Medium","France",250,"2030-2034","EU","Male","20-39","e6","High",58129,14769,14435
"Medium","France",250,"2030-2034","EU","Male","40-64","e4","Low",95497,1738,688
"Medium","France",250,"2030-2034","EU","Male","40-64","e5","Middle",105960,3362,3874
"Medium","France",250,"2030-2034","EU","Male","40-64","e6","High",87551,8236,9894
"Medium","France",250,"2030-2034","EU","Male","65+","e4","Low",125955,650,544
"Medium","France",250,"2030-2034","EU","Male","65+","e5","Middle",107594,1131,1987
"Medium","France",250,"2030-2034","EU","Male","65+","e6","High",63698,2296,2654
"Medium","France",250,"2030-2034","NAT","Female","0-19","e4","Low",3182196,361,129
"Medium","France",250,"2030-2034","NAT","Female","0-19","e5","Middle",1828151,1355,721
"Medium","France",250,"2030-2034","NAT","Female","0-19","e6","High",1771462,1168,948
"Medium","France",250,"2030-2034","NAT","Female","20-39","e4","Low",431931,281,41
"Medium","France",250,"2030-2034","NAT","Female","20-39","e5","Middle",2251700,2190,1162
"Medium","France",250,"2030-2034","NAT","Female","20-39","e6","High",4029143,11575,9218
"Medium","France",250,"2030-2034","NAT","Female","40-64","e4","Low",954693,741,249
"Medium","France",250,"2030-2034","NAT","Female","40-64","e5","Middle",3515523,3042,3192
"Medium","France",250,"2030-2034","NAT","Female","40-64","e6","High",4108241,12572,14077
"Medium","France",250,"2030-2034","NAT","Female","65+","e4","Low",2937284,329,282
"Medium","France",250,"2030-2034","NAT","Female","65+","e5","Middle",3169844,1102,1616
"Medium","France",250,"2030-2034","NAT","Female","65+","e6","High",1631641,2635,2899
"Medium","France",250,"2030-2034","NAT","Male","0-19","e4","Low",3349065,352,156
"Medium","France",250,"2030-2034","NAT","Male","0-19","e5","Middle",1891883,1317,914
"Medium","France",250,"2030-2034","NAT","Male","0-19","e6","High",1853917,652,738
"Medium","France",250,"2030-2034","NAT","Male","20-39","e4","Low",702675,421,106
"Medium","France",250,"2030-2034","NAT","Male","20-39","e5","Middle",2882806,2155,1625
"Medium","France",250,"2030-2034","NAT","Male","20-39","e6","High",3322235,7577,7406
"Medium","France",250,"2030-2034","NAT","Male","40-64","e4","Low",1040732,827,321
"Medium","France",250,"2030-2034","NAT","Male","40-64","e5","Middle",3931288,2814,3274
"Medium","France",250,"2030-2034","NAT","Male","40-64","e6","High",3260178,8767,10609
"Medium","France",250,"2030-2034","NAT","Male","65+","e4","Low",1540299,215,179
"Medium","France",250,"2030-2034","NAT","Male","65+","e5","Middle",2920103,777,1365
"Medium","France",250,"2030-2034","NAT","Male","65+","e6","High",1476981,1507,1736
"Medium","France",250,"2030-2034","NEU","Female","0-19","e4","Low",107993,60790,15964
