"scen","country","iso3n","period","cob","sex","agegr","edu3","edu_names3","pop","imm","emi"
"Medium","Hungary",348,"2035-2039","EU","Female","20-39","e4","Low",2470,199,17
"Medium","Hungary",348,"2035-2039","EU","Female","20-39","e5","Middle",6660,1612,581
"Medium","Hungary",348,"2035-2039","EU","Female","20-39","e6","High",12934,3184,2455
"Medium","Hungary",348,"2035-2039","EU","Female","40-64","e4","Low",8640,638,122
"Medium","Hungary",348,"2035-2039","EU","Female","40-64","e5","Middle",24734,1346,621
"Medium","Hungary",348,"2035-2039","EU","Female","40-64","e6","High",31866,1818,1349
"Medium","Hungary",348,"2035-2039","EU","Female","65+","e4","Low",8114,239,67
"Medium","Hungary",348,"2035-2039","EU","Female","65+","e5","Middle",26546,501,269
"Medium","Hungary",348,"2035-2039","EU","Female","65+","e6","High",13476,436,269
"Medium","Hungary",348,"2035-2039","EU","Male","0-19","e4","Low",3726,871,354
"Medium","Hungary",348,"2035-2039","EU","Male","0-19","e5","Middle",1473,1586,622
"Medium","Hungary",348,"2035-2039","EU","Male","0-19","e6","High",28,335,322
"Medium","Hungary",348,"2035-2039","EU","Male","20-39","e4","Low",4019,386,40
"Medium","Hungary",348,"2035-2039","EU","Male","20-39","e5","Middle",8674,2365,1068
"Medium","Hungary",348,"2035-2039","EU","Male","20-39","e6","High",10758,2868,1883
"Medium","Hungary",348,"2035-2039","EU","Male","40-64","e4","Low",9316,697,151
"Medium","Hungary",348,"2035-2039","EU","Male","40-64","e5","Middle",28043,1510,886
"Medium","Hungary",348,"2035-2039","EU","Male","40-64","e6","High",26181,1496,1142
"Medium","Hungary",348,"2035-2039","EU","Male","65+","e4","Low",3333,142,34
"Medium","Hungary",348,"2035-2039","EU","Male","65+","e5","Middle",19057,346,263
"Medium","Hungary",348,"2035-2039","EU","Male","65+","e6","High",11038,294,200
"Medium","Hungary",348,"2035-2039","NAT","Female","0-19","e4","Low",286638,276,112
"Medium","Hungary",348,"2035-2039","NAT","Female","0-19","e5","Middle",244630,549,203
"Medium","Hungary",348,"2035-2039","NAT","Female","0-19","e6","High",310331,358,370
"Medium","Hungary",348,"2035-2039","NAT","Female","20-39","e4","Low",120222,185,16
"Medium","Hungary",348,"2035-2039","NAT","Female","20-39","e5","Middle",270525,1418,518
"Medium","Hungary",348,"2035-2039","NAT","Female","20-39","e6","High",531906,3391,2611
"Medium","Hungary",348,"2035-2039","NAT","Female","40-64","e4","Low",188917,868,167
"Medium","Hungary",348,"2035-2039","NAT","Female","40-64","e5","Middle",589116,2179,992
"Medium","Hungary",348,"2035-2039","NAT","Female","40-64","e6","High",772163,3798,2832
"Medium","Hungary",348,"2035-2039","NAT","Female","65+","e4","Low",259026,301,84
"Medium","Hungary",348,"2035-2039","NAT","Female","65+","e5","Middle",652464,578,308
"Medium","Hungary",348,"2035-2039","NAT","Female","65+","e6","High",295890,706,433
"Medium","Hungary",348,"2035-2039","NAT","Male","0-19","e4","Low",303434,319,142
"Medium","Hungary",348,"2035-2039","NAT","Male","0-19","e5","Middle",257756,658,266
"Medium","Hungary",348,"2035-2039","NAT","Male","0-19","e6","High",329381,363,302
"Medium","Hungary",348,"2035-2039","NAT","Male","20-39","e4","Low",159495,381,40
"Medium","Hungary",348,"2035-2039","NAT","Male","20-39","e5","Middle",358944,2001,900
"Medium","Hungary",348,"2035-2039","NAT","Male","20-39","e6","High",456440,3417,2226
"Medium","Hungary",348,"2035-2039","NAT","Male","40-64","e4","Low",210471,947,209
"Medium","Hungary",348,"2035-2039","NAT","Male","40-64","e5","Middle",750634,2199,1279
"Medium","Hungary",348,"2035-2039","NAT","Male","40-64","e6","High",590762,2983,2304
"Medium","Hungary",348,"2035-2039","NAT","Male","65+","e4","Low",93700,211,50
"Medium","Hungary",348,"2035-2039","NAT","Male","65+","e5","Middle",501269,426,321
"Medium","Hungary",348,"2035-2039","NAT","Male","65+","e6","High",192112,452,306
"Medium","Hungary",348,"2035-2039","NEU","Female","0-19","e4","Low",7483,4425,957
"Medium","Hungary",348,"2035-2039","NEU","Female","0-19","e5","Middle",3044,3299,1142
"Medium","Hungary",348,"2035-2039","NEU","Female","0-19","e6","High",102,606,752
"Medium","Hungary",348,"2035-2039","NEU","Female","20-39","e4","Low",3908,1944,151
"Medium","Hungary",348,"2035-2039","NEU","Female","20-39","e5","Middle",10857,3681,1298
"Medium","Hungary",348,"2035-2039","NEU","Female","20-39","e6","High",20508,3893,3009
"Medium","Hungary",348,"2035-2039","NEU","Female","40-64","e4","Low",8317,1590,282
"Medium","Hungary",348,"2035-2039","NEU","Female","40-64","e5","Middle",19405,1976,869
"Medium","Hungary",348,"2035-2039","NEU","Female","40-64","e6","High",31054,1598,1182
"Medium","Hungary",348,"2035-2039","NEU","Female","65+","e4","Low",4499,367,102
"Medium","Hungary",348,"2035-2039","NEU","Female","65+","e5","Middle",12807,516,275
"Medium","Hungary",348,"2035-2039","NEU","Female","65+","e6","High",10124,408,249
"Medium","Hungary",348,"2035-2039","NEU","Male","0-19","e4","Low",7672,4714,1143
"Medium","Hungary",348,"2035-2039","NEU","Male","0-19","e5","Middle",3001,3740,1389
"Medium","Hungary",348,"2035-2039","NEU","Male","0-19","e6","High",132,712,683
"Medium","Hungary",348,"2035-2039","NEU","Male","20-39","e4","Low",5716,2524,249
"Medium","Hungary",348,"2035-2039","NEU","Male","20-39","e5","Middle",14639,4618,2089
"Medium","Hungary",348,"2035-2039","NEU","Male","20-39","e6","High",18201,3891,2580
"Medium","Hungary",348,"2035-2039","NEU","Male","40-64","e4","Low",10261,1704,354
"Medium","Hungary",348,"2035-2039","NEU","Male","40-64","e5","Middle",25903,2035,1130
"Medium","Hungary",348,"2035-2039","NEU","Male","40-64","e6","High",30217,1423,1074
"Medium","Hungary",348,"2035-2039","NEU","Male","65+","e4","Low",2784,283,68
"Medium","Hungary",348,"2035-2039","NEU","Male","65+","e5","Middle",9428,291,220
"Medium","Hungary",348,"2035-2039","NEU","Male","65+","e6","High",9113,256,173
"Medium","Hungary",348,"2040-2044","EU","Female","0-19","e4","Low",1220,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","0-19","e5","Middle",905,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","0-19","e6","High",5,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","20-39","e4","Low",2029,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","20-39","e5","Middle",5374,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","20-39","e6","High",12240,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","40-64","e4","Low",7879,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","40-64","e5","Middle",20361,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","40-64","e6","High",32414,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","65+","e4","Low",7677,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","65+","e5","Middle",28420,0,0
"Medium","Hungary",348,"2040-2044","EU","Female","65+","e6","High",16181,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","0-19","e4","Low",1256,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","0-19","e5","Middle",900,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","0-19","e6","High",6,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","20-39","e4","Low",3809,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","20-39","e5","Middle",7301,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","20-39","e6","High",10759,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","40-64","e4","Low",8987,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","40-64","e5","Middle",24226,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","40-64","e6","High",26421,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","65+","e4","Low",3611,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","65+","e5","Middle",20330,0,0
"Medium","Hungary",348,"2040-2044","EU","Male","65+","e6","High",12598,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","0-19","e4","Low",280428,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","0-19","e5","Middle",209684,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","0-19","e6","High",309243,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","20-39","e4","Low",116811,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","20-39","e5","Middle",243404,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","20-39","e6","High",542392,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","40-64","e4","Low",174878,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","40-64","e5","Middle",473410,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","40-64","e6","High",800820,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","65+","e4","Low",211586,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","65+","e5","Middle",682926,0,0
"Medium","Hungary",348,"2040-2044","NAT","Female","65+","e6","High",365741,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","0-19","e4","Low",297239,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","0-19","e5","Middle",220709,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","0-19","e6","High",328582,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","20-39","e4","Low",158488,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","20-39","e5","Middle",319496,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","20-39","e6","High",472982,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","40-64","e4","Low",198083,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","40-64","e5","Middle",633987,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","40-64","e6","High",628539,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","65+","e4","Low",92762,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","65+","e5","Middle",533780,0,0
"Medium","Hungary",348,"2040-2044","NAT","Male","65+","e6","High",232254,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","0-19","e4","Low",6191,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","0-19","e5","Middle",2721,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","0-19","e6","High",61,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","20-39","e4","Low",3522,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","20-39","e5","Middle",9925,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","20-39","e6","High",19666,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","40-64","e4","Low",9426,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","40-64","e5","Middle",19861,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","40-64","e6","High",36764,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","65+","e4","Low",5216,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","65+","e5","Middle",14478,0,0
"Medium","Hungary",348,"2040-2044","NEU","Female","65+","e6","High",12073,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","0-19","e4","Low",6330,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","0-19","e5","Middle",2722,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","0-19","e6","High",81,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","20-39","e4","Low",5274,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","20-39","e5","Middle",13241,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","20-39","e6","High",17399,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","40-64","e4","Low",11832,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","40-64","e5","Middle",27429,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","40-64","e6","High",34901,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","65+","e4","Low",3469,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","65+","e5","Middle",10924,0,0
"Medium","Hungary",348,"2040-2044","NEU","Male","65+","e6","High",10789,0,0
"Medium","Ireland",372,"2020-2024","EU","Female","0-19","e4","Low",13819,2147,1246
"Medium","Ireland",372,"2020-2024","EU","Female","0-19","e5","Middle",3099,1750,980
"Medium","Ireland",372,"2020-2024","EU","Female","0-19","e6","High",346,3058,1267
"Medium","Ireland",372,"2020-2024","EU","Female","20-39","e4","Low",6410,605,68
"Medium","Ireland",372,"2020-2024","EU","Female","20-39","e5","Middle",25204,3080,874
"Medium","Ireland",372,"2020-2024","EU","Female","20-39","e6","High",45809,11213,8039
"Medium","Ireland",372,"2020-2024","EU","Female","40-64","e4","Low",5618,691,202
"Medium","Ireland",372,"2020-2024","EU","Female","40-64","e5","Middle",21179,1252,623
"Medium","Ireland",372,"2020-2024","EU","Female","40-64","e6","High",34573,3360,3526
"Medium","Ireland",372,"2020-2024","EU","Female","65+","e4","Low",1085,215,127
"Medium","Ireland",372,"2020-2024","EU","Female","65+","e5","Middle",1755,210,92
"Medium","Ireland",372,"2020-2024","EU","Female","65+","e6","High",1963,451,296
"Medium","Ireland",372,"2020-2024","EU","Male","0-19","e4","Low",14393,2368,1369
"Medium","Ireland",372,"2020-2024","EU","Male","0-19","e5","Middle",2896,1773,1223
"Medium","Ireland",372,"2020-2024","EU","Male","0-19","e6","High",329,1882,795
"Medium","Ireland",372,"2020-2024","EU","Male","20-39","e4","Low",8182,1088,165
"Medium","Ireland",372,"2020-2024","EU","Male","20-39","e5","Middle",27002,3667,1214
"Medium","Ireland",372,"2020-2024","EU","Male","20-39","e6","High",31396,9178,7210
"Medium","Ireland",372,"2020-2024","EU","Male","40-64","e4","Low",8183,827,305
"Medium","Ireland",372,"2020-2024","EU","Male","40-64","e5","Middle",27236,1296,625
"Medium","Ireland",372,"2020-2024","EU","Male","40-64","e6","High",28203,2555,3174
"Medium","Ireland",372,"2020-2024","EU","Male","65+","e4","Low",837,165,119
"Medium","Ireland",372,"2020-2024","EU","Male","65+","e5","Middle",1310,169,65
"Medium","Ireland",372,"2020-2024","EU","Male","65+","e6","High",1674,371,289
"Medium","Ireland",372,"2020-2024","NAT","Female","0-19","e4","Low",541427,490,273
"Medium","Ireland",372,"2020-2024","NAT","Female","0-19","e5","Middle",40832,388,208
"Medium","Ireland",372,"2020-2024","NAT","Female","0-19","e6","High",3595,696,288
"Medium","Ireland",372,"2020-2024","NAT","Female","20-39","e4","Low",31570,371,48
"Medium","Ireland",372,"2020-2024","NAT","Female","20-39","e5","Middle",138650,1044,324
"Medium","Ireland",372,"2020-2024","NAT","Female","20-39","e6","High",281198,4240,3559
"Medium","Ireland",372,"2020-2024","NAT","Female","40-64","e4","Low",120183,698,212
"Medium","Ireland",372,"2020-2024","NAT","Female","40-64","e5","Middle",185170,746,370
"Medium","Ireland",372,"2020-2024","NAT","Female","40-64","e6","High",306882,2810,2950
"Medium","Ireland",372,"2020-2024","NAT","Female","65+","e4","Low",183505,352,207
"Medium","Ireland",372,"2020-2024","NAT","Female","65+","e5","Middle",90503,271,118
"Medium","Ireland",372,"2020-2024","NAT","Female","65+","e6","High",66866,669,440
"Medium","Ireland",372,"2020-2024","NAT","Male","0-19","e4","Low",570032,518,288
"Medium","Ireland",372,"2020-2024","NAT","Male","0-19","e5","Middle",40502,367,240
"Medium","Ireland",372,"2020-2024","NAT","Male","0-19","e6","High",3166,456,192
"Medium","Ireland",372,"2020-2024","NAT","Male","20-39","e4","Low",54348,577,99
"Medium","Ireland",372,"2020-2024","NAT","Male","20-39","e5","Middle",150402,1015,357
"Medium","Ireland",372,"2020-2024","NAT","Male","20-39","e6","High",248848,3492,3292
"Medium","Ireland",372,"2020-2024","NAT","Male","40-64","e4","Low",173349,817,315
"Medium","Ireland",372,"2020-2024","NAT","Male","40-64","e5","Middle",145760,668,318
"Medium","Ireland",372,"2020-2024","NAT","Male","40-64","e6","High",274285,2247,2789
"Medium","Ireland",372,"2020-2024","NAT","Male","65+","e4","Low",166908,302,219
"Medium","Ireland",372,"2020-2024","NAT","Male","65+","e5","Middle",66626,199,77
"Medium","Ireland",372,"2020-2024","NAT","Male","65+","e6","High",68423,539,419
"Medium","Ireland",372,"2020-2024","NEU","Female","0-19","e4","Low",36758,6319,3123
"Medium","Ireland",372,"2020-2024","NEU","Female","0-19","e5","Middle",5088,2071,1160
"Medium","Ireland",372,"2020-2024","NEU","Female","0-19","e6","High",694,2263,938
"Medium","Ireland",372,"2020-2024","NEU","Female","20-39","e4","Low",7957,3662,365
"Medium","Ireland",372,"2020-2024","NEU","Female","20-39","e5","Middle",25031,3685,994
"Medium","Ireland",372,"2020-2024","NEU","Female","20-39","e6","High",96064,5228,3630
"Medium","Ireland",372,"2020-2024","NEU","Female","40-64","e4","Low",19045,1386,366
"Medium","Ireland",372,"2020-2024","NEU","Female","40-64","e5","Middle",34270,556,279
"Medium","Ireland",372,"2020-2024","NEU","Female","40-64","e6","High",79559,1030,1108
"Medium","Ireland",372,"2020-2024","NEU","Female","65+","e4","Low",9835,133,75
"Medium","Ireland",372,"2020-2024","NEU","Female","65+","e5","Middle",8977,62,27
"Medium","Ireland",372,"2020-2024","NEU","Female","65+","e6","High",11033,107,70
"Medium","Ireland",372,"2020-2024","NEU","Male","0-19","e4","Low",37907,6599,3333
"Medium","Ireland",372,"2020-2024","NEU","Male","0-19","e5","Middle",4875,2104,1441
"Medium","Ireland",372,"2020-2024","NEU","Male","0-19","e6","High",693,1924,812
"Medium","Ireland",372,"2020-2024","NEU","Male","20-39","e4","Low",10179,4343,615
"Medium","Ireland",372,"2020-2024","NEU","Male","20-39","e5","Middle",27935,3862,1254
"Medium","Ireland",372,"2020-2024","NEU","Male","20-39","e6","High",83391,5391,4074
"Medium","Ireland",372,"2020-2024","NEU","Male","40-64","e4","Low",24472,1584,544
"Medium","Ireland",372,"2020-2024","NEU","Male","40-64","e5","Middle",31893,600,295
"Medium","Ireland",372,"2020-2024","NEU","Male","40-64","e6","High",76119,1006,1287
"Medium","Ireland",372,"2020-2024","NEU","Male","65+","e4","Low",8105,123,86
"Medium","Ireland",372,"2020-2024","NEU","Male","65+","e5","Middle",6551,46,18
"Medium","Ireland",372,"2020-2024","NEU","Male","65+","e6","High",13109,100,78
"Medium","Ireland",372,"2025-2029","EU","Female","0-19","e4","Low",8094,1200,657
"Medium","Ireland",372,"2025-2029","EU","Female","0-19","e5","Middle",2212,1848,976
"Medium","Ireland",372,"2025-2029","EU","Female","0-19","e6","High",219,3044,1229
"Medium","Ireland",372,"2025-2029","EU","Female","20-39","e4","Low",5244,369,32
"Medium","Ireland",372,"2025-2029","EU","Female","20-39","e5","Middle",18226,2553,692
"Medium","Ireland",372,"2025-2029","EU","Female","20-39","e6","High",38874,11001,7771
"Medium","Ireland",372,"2025-2029","EU","Female","40-64","e4","Low",7697,574,142
"Medium","Ireland",372,"2025-2029","EU","Female","40-64","e5","Middle",30273,1217,596
"Medium","Ireland",372,"2025-2029","EU","Female","40-64","e6","High",50761,3783,4039
"Medium","Ireland",372,"2025-2029","EU","Female","65+","e4","Low",1672,211,101
"Medium","Ireland",372,"2025-2029","EU","Female","65+","e5","Middle",3392,302,141
"Medium","Ireland",372,"2025-2029","EU","Female","65+","e6","High",3628,654,464
"Medium","Ireland",372,"2025-2029","EU","Male","0-19","e4","Low",8555,1350,736
"Medium","Ireland",372,"2025-2029","EU","Male","0-19","e5","Middle",2130,1886,1229
"Medium","Ireland",372,"2025-2029","EU","Male","0-19","e6","High",223,1831,768
"Medium","Ireland",372,"2025-2029","EU","Male","20-39","e4","Low",7036,720,90
"Medium","Ireland",372,"2025-2029","EU","Male","20-39","e5","Middle",20957,3150,1016
"Medium","Ireland",372,"2025-2029","EU","Male","20-39","e6","High",27417,8880,7004
"Medium","Ireland",372,"2025-2029","EU","Male","40-64","e4","Low",10920,740,226
"Medium","Ireland",372,"2025-2029","EU","Male","40-64","e5","Middle",36530,1278,622
"Medium","Ireland",372,"2025-2029","EU","Male","40-64","e6","High",37597,2758,3475
"Medium","Ireland",372,"2025-2029","EU","Male","65+","e4","Low",1449,163,102
"Medium","Ireland",372,"2025-2029","EU","Male","65+","e5","Middle",2986,243,103
"Medium","Ireland",372,"2025-2029","EU","Male","65+","e6","High",2940,495,403
"Medium","Ireland",372,"2025-2029","NAT","Female","0-19","e4","Low",412809,320,182
"Medium","Ireland",372,"2025-2029","NAT","Female","0-19","e5","Middle",80186,428,228
"Medium","Ireland",372,"2025-2029","NAT","Female","0-19","e6","High",91760,836,355
"Medium","Ireland",372,"2025-2029","NAT","Female","20-39","e4","Low",25127,190,19
"Medium","Ireland",372,"2025-2029","NAT","Female","20-39","e5","Middle",137502,745,218
"Medium","Ireland",372,"2025-2029","NAT","Female","20-39","e6","High",292807,3556,2641
"Medium","Ireland",372,"2025-2029","NAT","Female","40-64","e4","Low",95077,495,124
"Medium","Ireland",372,"2025-2029","NAT","Female","40-64","e5","Middle",178857,638,312
"Medium","Ireland",372,"2025-2029","NAT","Female","40-64","e6","High",360422,2909,3126
"Medium","Ireland",372,"2025-2029","NAT","Female","65+","e4","Low",177991,302,147
"Medium","Ireland",372,"2025-2029","NAT","Female","65+","e5","Middle",111874,257,120
"Medium","Ireland",372,"2025-2029","NAT","Female","65+","e6","High",92760,724,507
"Medium","Ireland",372,"2025-2029","NAT","Male","0-19","e4","Low",435935,351,202
"Medium","Ireland",372,"2025-2029","NAT","Male","0-19","e5","Middle",82680,411,274
"Medium","Ireland",372,"2025-2029","NAT","Male","0-19","e6","High",96135,553,250
"Medium","Ireland",372,"2025-2029","NAT","Male","20-39","e4","Low",42640,312,43
"Medium","Ireland",372,"2025-2029","NAT","Male","20-39","e5","Middle",160385,756,253
"Medium","Ireland",372,"2025-2029","NAT","Male","20-39","e6","High",264439,2888,2446
"Medium","Ireland",372,"2025-2029","NAT","Male","40-64","e4","Low",147007,636,200
"Medium","Ireland",372,"2025-2029","NAT","Male","40-64","e5","Middle",144791,586,283
"Medium","Ireland",372,"2025-2029","NAT","Male","40-64","e6","High",316999,2285,2889
"Medium","Ireland",372,"2025-2029","NAT","Male","65+","e4","Low",167689,262,167
"Medium","Ireland",372,"2025-2029","NAT","Male","65+","e5","Middle",81031,189,79
"Medium","Ireland",372,"2025-2029","NAT","Male","65+","e6","High",91129,547,444
"Medium","Ireland",372,"2025-2029","NEU","Female","0-19","e4","Low",26338,6316,2638
"Medium","Ireland",372,"2025-2029","NEU","Female","0-19","e5","Middle",4468,2845,1495
"Medium","Ireland",372,"2025-2029","NEU","Female","0-19","e6","High",570,2817,1137
"Medium","Ireland",372,"2025-2029","NEU","Female","20-39","e4","Low",9294,3676,292
"Medium","Ireland",372,"2025-2029","NEU","Female","20-39","e5","Middle",20560,4542,1186
"Medium","Ireland",372,"2025-2029","NEU","Female","20-39","e6","High",87494,7041,4872
"Medium","Ireland",372,"2025-2029","NEU","Female","40-64","e4","Low",18794,1724,391
"Medium","Ireland",372,"2025-2029","NEU","Female","40-64","e5","Middle",35041,760,373
"Medium","Ireland",372,"2025-2029","NEU","Female","40-64","e6","High",97033,1459,1581
"Medium","Ireland",372,"2025-2029","NEU","Female","65+","e4","Low",12127,219,103
"Medium","Ireland",372,"2025-2029","NEU","Female","65+","e5","Middle",12965,109,51
"Medium","Ireland",372,"2025-2029","NEU","Female","65+","e6","High",17683,185,131
"Medium","Ireland",372,"2025-2029","NEU","Male","0-19","e4","Low",27310,6557,2818
"Medium","Ireland",372,"2025-2029","NEU","Male","0-19","e5","Middle",4260,2897,1859
"Medium","Ireland",372,"2025-2029","NEU","Male","0-19","e6","High",576,2351,987
"Medium","Ireland",372,"2025-2029","NEU","Male","20-39","e4","Low",11318,4428,530
"Medium","Ireland",372,"2025-2029","NEU","Male","20-39","e5","Middle",23738,4739,1520
"Medium","Ireland",372,"2025-2029","NEU","Male","20-39","e6","High",76645,7252,5530
"Medium","Ireland",372,"2025-2029","NEU","Male","40-64","e4","Low",24291,1964,563
"Medium","Ireland",372,"2025-2029","NEU","Male","40-64","e5","Middle",33560,821,407
"Medium","Ireland",372,"2025-2029","NEU","Male","40-64","e6","High",89403,1375,1762
"Medium","Ireland",372,"2025-2029","NEU","Male","65+","e4","Low",10776,198,122
"Medium","Ireland",372,"2025-2029","NEU","Male","65+","e5","Middle",9853,84,35
"Medium","Ireland",372,"2025-2029","NEU","Male","65+","e6","High",19717,165,134
"Medium","Ireland",372,"2030-2034","EU","Female","0-19","e4","Low",3968,843,414
"Medium","Ireland",372,"2030-2034","EU","Female","0-19","e5","Middle",1908,1807,879
"Medium","Ireland",372,"2030-2034","EU","Female","0-19","e6","High",173,2862,1059
"Medium","Ireland",372,"2030-2034","EU","Female","20-39","e4","Low",4035,226,17
"Medium","Ireland",372,"2030-2034","EU","Female","20-39","e5","Middle",14295,2113,559
"Medium","Ireland",372,"2030-2034","EU","Female","20-39","e6","High",36060,10678,7586
"Medium","Ireland",372,"2030-2034","EU","Female","40-64","e4","Low",9296,434,89
"Medium","Ireland",372,"2030-2034","EU","Female","40-64","e5","Middle",34423,1137,523
"Medium","Ireland",372,"2030-2034","EU","Female","40-64","e6","High",60116,4163,4202
"Medium","Ireland",372,"2030-2034","EU","Female","65+","e4","Low",2398,197,80
"Medium","Ireland",372,"2030-2034","EU","Female","65+","e5","Middle",5734,363,177
"Medium","Ireland",372,"2030-2034","EU","Female","65+","e6","High",6155,870,692
"Medium","Ireland",372,"2030-2034","EU","Male","0-19","e4","Low",4220,947,466
"Medium","Ireland",372,"2030-2034","EU","Male","0-19","e5","Middle",1803,1847,1091
"Medium","Ireland",372,"2030-2034","EU","Male","0-19","e6","High",172,1702,658
"Medium","Ireland",372,"2030-2034","EU","Male","20-39","e4","Low",5758,473,54
"Medium","Ireland",372,"2030-2034","EU","Male","20-39","e5","Middle",18042,2694,881
"Medium","Ireland",372,"2030-2034","EU","Male","20-39","e6","High",25525,8414,6808
"Medium","Ireland",372,"2030-2034","EU","Male","40-64","e4","Low",12889,602,150
"Medium","Ireland",372,"2030-2034","EU","Male","40-64","e5","Middle",40811,1217,562
"Medium","Ireland",372,"2030-2034","EU","Male","40-64","e6","High",42499,2959,3541
"Medium","Ireland",372,"2030-2034","EU","Male","65+","e4","Low",2207,165,91
"Medium","Ireland",372,"2030-2034","EU","Male","65+","e5","Middle",5334,292,134
"Medium","Ireland",372,"2030-2034","EU","Male","65+","e6","High",4939,611,527
"Medium","Ireland",372,"2030-2034","NAT","Female","0-19","e4","Low",270809,87,34
"Medium","Ireland",372,"2030-2034","NAT","Female","0-19","e5","Middle",110462,396,209
"Medium","Ireland",372,"2030-2034","NAT","Female","0-19","e6","High",179319,948,394
"Medium","Ireland",372,"2030-2034","NAT","Female","20-39","e4","Low",21583,99,8
"Medium","Ireland",372,"2030-2034","NAT","Female","20-39","e5","Middle",140473,589,159
"Medium","Ireland",372,"2030-2034","NAT","Female","20-39","e6","High",341172,3273,2348
"Medium","Ireland",372,"2030-2034","NAT","Female","40-64","e4","Low",73241,348,72
"Medium","Ireland",372,"2030-2034","NAT","Female","40-64","e5","Middle",164832,558,257
"Medium","Ireland",372,"2030-2034","NAT","Female","40-64","e6","High",385786,2955,3017
"Medium","Ireland",372,"2030-2034","NAT","Female","65+","e4","Low",167798,220,91
"Medium","Ireland",372,"2030-2034","NAT","Female","65+","e5","Middle",133198,231,113
"Medium","Ireland",372,"2030-2034","NAT","Female","65+","e6","High",127542,703,555
"Medium","Ireland",372,"2030-2034","NAT","Male","0-19","e4","Low",286184,111,42
"Medium","Ireland",372,"2030-2034","NAT","Male","0-19","e5","Middle",114642,406,269
"Medium","Ireland",372,"2030-2034","NAT","Male","0-19","e6","High",188542,593,274
"Medium","Ireland",372,"2030-2034","NAT","Male","20-39","e4","Low",36672,174,20
