"orig","dest","year5","age","sex","education","flow"
"IRL","POL",2010,"65+","Male","Low",61.0947746839786
"IRL","POL",2010,"65+","Male","Middle",87.4078925399122
"IRL","POL",2015,"0-19","Female","High",0.00465003603588818
"IRL","POL",2015,"0-19","Female","Low",969.878320766962
"IRL","POL",2015,"0-19","Female","Middle",76.7008623703268
"IRL","POL",2015,"0-19","Male","High",0.00136918560234122
"IRL","POL",2015,"0-19","Male","Low",1657.96631311512
"IRL","POL",2015,"0-19","Male","Middle",132.914762460409
"IRL","POL",2015,"20-39","Female","High",1759.81790630587
"IRL","POL",2015,"20-39","Female","Low",576.833659475501
"IRL","POL",2015,"20-39","Female","Middle",1886.62619570604
"IRL","POL",2015,"20-39","Male","High",2443.32252518455
"IRL","POL",2015,"20-39","Male","Low",1196.39301334955
"IRL","POL",2015,"20-39","Male","Middle",3558.81223707446
"IRL","POL",2015,"40-64","Female","High",509.422320386084
"IRL","POL",2015,"40-64","Female","Low",322.636846474933
"IRL","POL",2015,"40-64","Female","Middle",815.125762928647
"IRL","POL",2015,"40-64","Male","High",744.458456447047
"IRL","POL",2015,"40-64","Male","Low",563.190170157681
"IRL","POL",2015,"40-64","Male","Middle",1507.51003351009
"IRL","POL",2015,"65+","Female","High",29.7213162800933
"IRL","POL",2015,"65+","Female","Low",36.481180887098
"IRL","POL",2015,"65+","Female","Middle",65.8544319652712
"IRL","POL",2015,"65+","Male","High",51.3721709515389
"IRL","POL",2015,"65+","Male","Low",57.8606167025116
"IRL","POL",2015,"65+","Male","Middle",115.722082173456
"IRL","PRT",2000,"0-19","Female","High",0.00279499501218277
"IRL","PRT",2000,"0-19","Female","Low",114.549742549413
"IRL","PRT",2000,"0-19","Female","Middle",15.8259774551599
"IRL","PRT",2000,"0-19","Male","High",0.00302165415035949
"IRL","PRT",2000,"0-19","Male","Low",253.327116728308
"IRL","PRT",2000,"0-19","Male","Middle",34.8456271006519
"IRL","PRT",2000,"20-39","Female","High",112.915191864269
"IRL","PRT",2000,"20-39","Female","Low",298.521083511166
"IRL","PRT",2000,"20-39","Female","Middle",146.908004996971
"IRL","PRT",2000,"20-39","Male","High",196.808819383509
"IRL","PRT",2000,"20-39","Male","Low",687.611227983888
"IRL","PRT",2000,"20-39","Male","Middle",333.00506296004
"IRL","PRT",2000,"40-64","Female","High",21.7281481806969
"IRL","PRT",2000,"40-64","Female","Low",124.359502058381
"IRL","PRT",2000,"40-64","Female","Middle",28.5096254269044
"IRL","PRT",2000,"40-64","Male","High",55.2369856645463
"IRL","PRT",2000,"40-64","Male","Low",261.945873145374
"IRL","PRT",2000,"40-64","Male","Middle",71.1492570320497
"IRL","PRT",2000,"65+","Female","High",1.62618538979229
"IRL","PRT",2000,"65+","Female","Low",25.3568341985481
"IRL","PRT",2000,"65+","Female","Middle",2.70271290292012
"IRL","PRT",2000,"65+","Male","High",4.70230156551532
"IRL","PRT",2000,"65+","Male","Low",52.9554853710337
"IRL","PRT",2000,"65+","Male","Middle",7.36620456444288
"IRL","PRT",2005,"0-19","Female","High",0.00387741821952132
"IRL","PRT",2005,"0-19","Female","Low",106.093614028454
"IRL","PRT",2005,"0-19","Female","Middle",36.8866821676197
"IRL","PRT",2005,"0-19","Male","High",0.0045723499876514
"IRL","PRT",2005,"0-19","Male","Low",147.030655455746
"IRL","PRT",2005,"0-19","Male","Middle",44.7708648281279
"IRL","PRT",2005,"20-39","Female","High",246.38805373976
"IRL","PRT",2005,"20-39","Female","Low",464.495721946303
"IRL","PRT",2005,"20-39","Female","Middle",323.625881044943
"IRL","PRT",2005,"20-39","Male","High",224.574084298919
"IRL","PRT",2005,"20-39","Male","Low",606.463967216493
"IRL","PRT",2005,"20-39","Male","Middle",403.267845940285
"IRL","PRT",2005,"40-64","Female","High",24.1165617611235
"IRL","PRT",2005,"40-64","Female","Low",96.9916600184193
"IRL","PRT",2005,"40-64","Female","Middle",29.6184262448863
"IRL","PRT",2005,"40-64","Male","High",34.0016128942177
"IRL","PRT",2005,"40-64","Male","Low",131.547627494755
"IRL","PRT",2005,"40-64","Male","Middle",44.8420801879099
"IRL","PRT",2005,"65+","Female","High",2.39081861097657
"IRL","PRT",2005,"65+","Female","Low",26.4158318310775
"IRL","PRT",2005,"65+","Female","Middle",3.67672226683851
"IRL","PRT",2005,"65+","Male","High",4.53179441290265
"IRL","PRT",2005,"65+","Male","Low",34.8548711716671
"IRL","PRT",2005,"65+","Male","Middle",6.75173833022599
"IRL","PRT",2010,"0-19","Female","High",0.0139032532619816
"IRL","PRT",2010,"0-19","Female","Low",210.838405144526
"IRL","PRT",2010,"0-19","Female","Middle",44.9357715824353
"IRL","PRT",2010,"0-19","Male","High",0.0246593735980882
"IRL","PRT",2010,"0-19","Male","Low",298.667937101154
"IRL","PRT",2010,"0-19","Male","Middle",55.6088794703807
"IRL","PRT",2010,"20-39","Female","High",293.721086641103
"IRL","PRT",2010,"20-39","Female","Low",552.617671007416
"IRL","PRT",2010,"20-39","Female","Middle",334.922690835549
"IRL","PRT",2010,"20-39","Male","High",317.732237108157
"IRL","PRT",2010,"20-39","Male","Low",859.079328979137
"IRL","PRT",2010,"20-39","Male","Middle",454.668861901883
"IRL","PRT",2010,"40-64","Female","High",66.6549377767601
"IRL","PRT",2010,"40-64","Female","Low",238.912053735918
"IRL","PRT",2010,"40-64","Female","Middle",76.1360817909746
"IRL","PRT",2010,"40-64","Male","High",91.001140586438
"IRL","PRT",2010,"40-64","Male","Low",346.59103393887
"IRL","PRT",2010,"40-64","Male","Middle",107.44215992145
"IRL","PRT",2010,"65+","Female","High",5.63812550517531
"IRL","PRT",2010,"65+","Female","Low",45.8580531244785
"IRL","PRT",2010,"65+","Female","Middle",7.02661973146014
"IRL","PRT",2010,"65+","Male","High",10.6057771453057
"IRL","PRT",2010,"65+","Male","Low",61.2683788798142
"IRL","PRT",2010,"65+","Male","Middle",11.8902297775359
"IRL","PRT",2015,"0-19","Female","High",0.0159238276156531
"IRL","PRT",2015,"0-19","Female","Low",308.635820940393
"IRL","PRT",2015,"0-19","Female","Middle",35.0471214735884
"IRL","PRT",2015,"0-19","Male","High",0.0183407207983324
"IRL","PRT",2015,"0-19","Male","Low",502.208124721548
"IRL","PRT",2015,"0-19","Male","Middle",53.8340791578191
"IRL","PRT",2015,"20-39","Female","High",375.29297402049
"IRL","PRT",2015,"20-39","Female","Low",524.30471844815
"IRL","PRT",2015,"20-39","Female","Middle",392.913044092987
"IRL","PRT",2015,"20-39","Male","High",483.272245796285
"IRL","PRT",2015,"20-39","Male","Low",915.179306789038
"IRL","PRT",2015,"20-39","Male","Middle",683.21995608258
"IRL","PRT",2015,"40-64","Female","High",144.949553997728
"IRL","PRT",2015,"40-64","Female","Low",396.739001554659
"IRL","PRT",2015,"40-64","Female","Middle",187.670982621962
"IRL","PRT",2015,"40-64","Male","High",215.156178698929
"IRL","PRT",2015,"40-64","Male","Low",656.794733560092
"IRL","PRT",2015,"40-64","Male","Middle",305.13736891655
"IRL","PRT",2015,"65+","Female","High",16.3784470291995
"IRL","PRT",2015,"65+","Female","Low",81.4752164191894
"IRL","PRT",2015,"65+","Female","Middle",23.8134716322178
"IRL","PRT",2015,"65+","Male","High",29.287681089829
"IRL","PRT",2015,"65+","Male","Low",119.77584734673
"IRL","PRT",2015,"65+","Male","Middle",47.5371142906265
"IRL","ROU",2000,"0-19","Female","High",0.000217047164521703
"IRL","ROU",2000,"0-19","Female","Low",32.2015594000323
"IRL","ROU",2000,"0-19","Female","Middle",8.02015202446076
"IRL","ROU",2000,"0-19","Male","High",6.62660180828569e-05
"IRL","ROU",2000,"0-19","Male","Low",40.2768229459408
"IRL","ROU",2000,"0-19","Male","Middle",10.8908265501326
"IRL","ROU",2000,"20-39","Female","High",72.0591011860551
"IRL","ROU",2000,"20-39","Female","Low",52.9559002253018
"IRL","ROU",2000,"20-39","Female","Middle",119.914653799282
"IRL","ROU",2000,"20-39","Male","High",99.9678951060843
"IRL","ROU",2000,"20-39","Male","Low",54.5425036368016
"IRL","ROU",2000,"20-39","Male","Middle",160.582460186136
"IRL","ROU",2000,"40-64","Female","High",16.037811119785
"IRL","ROU",2000,"40-64","Female","Low",16.1223853200457
"IRL","ROU",2000,"40-64","Female","Middle",29.3045693955112
"IRL","ROU",2000,"40-64","Male","High",30.9510930801026
"IRL","ROU",2000,"40-64","Male","Low",13.9502365216776
"IRL","ROU",2000,"40-64","Male","Middle",32.0851652134719
"IRL","ROU",2000,"65+","Female","High",0.807113352524095
"IRL","ROU",2000,"65+","Female","Low",2.3724522839577
"IRL","ROU",2000,"65+","Female","Middle",2.63001466050866
"IRL","ROU",2000,"65+","Male","High",2.26002357197975
"IRL","ROU",2000,"65+","Male","Low",2.28025248122445
"IRL","ROU",2000,"65+","Male","Middle",2.77647247443589
"IRL","ROU",2005,"0-19","Female","High",0.00274056591597513
"IRL","ROU",2005,"0-19","Female","Low",80.2225568599736
"IRL","ROU",2005,"0-19","Female","Middle",68.5371868986963
"IRL","ROU",2005,"0-19","Male","High",0.00948800072654074
"IRL","ROU",2005,"0-19","Male","Low",106.074624955454
"IRL","ROU",2005,"0-19","Male","Middle",99.1437603582499
"IRL","ROU",2005,"20-39","Female","High",386.761947891101
"IRL","ROU",2005,"20-39","Female","Low",222.350406277412
"IRL","ROU",2005,"20-39","Female","Middle",701.499343138642
"IRL","ROU",2005,"20-39","Male","High",510.700352615164
"IRL","ROU",2005,"20-39","Male","Low",299.473042404573
"IRL","ROU",2005,"20-39","Male","Middle",1103.20585813734
"IRL","ROU",2005,"40-64","Female","High",39.6277108902508
"IRL","ROU",2005,"40-64","Female","Low",28.3539621900071
"IRL","ROU",2005,"40-64","Female","Middle",64.7937939699899
"IRL","ROU",2005,"40-64","Male","High",69.4125695238654
"IRL","ROU",2005,"40-64","Male","Low",33.7490449846936
"IRL","ROU",2005,"40-64","Male","Middle",97.7403272497792
"IRL","ROU",2005,"65+","Female","High",2.20281711778582
"IRL","ROU",2005,"65+","Female","Low",5.43204919501306
"IRL","ROU",2005,"65+","Female","Middle",4.78379629218858
"IRL","ROU",2005,"65+","Male","High",4.76893558089978
"IRL","ROU",2005,"65+","Male","Low",5.43778028309178
"IRL","ROU",2005,"65+","Male","Middle",6.48001347169424
"IRL","ROU",2010,"0-19","Female","High",0.00438051227985849
"IRL","ROU",2010,"0-19","Female","Low",226.653228894725
"IRL","ROU",2010,"0-19","Female","Middle",128.155518513961
"IRL","ROU",2010,"0-19","Male","High",0.00927177580325056
"IRL","ROU",2010,"0-19","Male","Low",277.301493107231
"IRL","ROU",2010,"0-19","Male","Middle",161.282552988549
"IRL","ROU",2010,"20-39","Female","High",656.848711994745
"IRL","ROU",2010,"20-39","Female","Low",285.647729862925
"IRL","ROU",2010,"20-39","Female","Middle",1017.09476411439
"IRL","ROU",2010,"20-39","Male","High",721.493313651862
"IRL","ROU",2010,"20-39","Male","Low",293.04459742159
"IRL","ROU",2010,"20-39","Male","Middle",1501.5217765062
"IRL","ROU",2010,"40-64","Female","High",122.17901740942
"IRL","ROU",2010,"40-64","Female","Low",78.1155942024432
"IRL","ROU",2010,"40-64","Female","Middle",191.053941927532
"IRL","ROU",2010,"40-64","Male","High",176.610213308222
"IRL","ROU",2010,"40-64","Male","Low",82.6872388828515
"IRL","ROU",2010,"40-64","Male","Middle",254.878519363305
"IRL","ROU",2010,"65+","Female","High",5.36948791207033
"IRL","ROU",2010,"65+","Female","Low",8.56847002199108
"IRL","ROU",2010,"65+","Female","Middle",9.33518777905562
"IRL","ROU",2010,"65+","Male","High",10.0509003202839
"IRL","ROU",2010,"65+","Male","Low",8.50788370399363
"IRL","ROU",2010,"65+","Male","Middle",10.848294513673
"IRL","ROU",2015,"0-19","Female","High",0.000532782798738294
"IRL","ROU",2015,"0-19","Female","Low",209.413967844645
"IRL","ROU",2015,"0-19","Female","Middle",54.5954292620031
"IRL","ROU",2015,"0-19","Male","High",0.00558369623886215
"IRL","ROU",2015,"0-19","Male","Low",301.000190605989
"IRL","ROU",2015,"0-19","Male","Middle",84.8599636172601
"IRL","ROU",2015,"20-39","Female","High",459.188281319802
"IRL","ROU",2015,"20-39","Female","Low",221.978458448865
"IRL","ROU",2015,"20-39","Female","Middle",613.47799608721
"IRL","ROU",2015,"20-39","Male","High",582.170629457963
"IRL","ROU",2015,"20-39","Male","Low",304.408516944241
"IRL","ROU",2015,"20-39","Male","Middle",1091.67513099448
"IRL","ROU",2015,"40-64","Female","High",133.162541368806
"IRL","ROU",2015,"40-64","Female","Low",92.0465997973323
"IRL","ROU",2015,"40-64","Female","Middle",221.067876280423
"IRL","ROU",2015,"40-64","Male","High",205.422865285643
"IRL","ROU",2015,"40-64","Male","Low",129.551066276638
"IRL","ROU",2015,"40-64","Male","Middle",362.858344014039
"IRL","ROU",2015,"65+","Female","High",6.33097393586177
"IRL","ROU",2015,"65+","Female","Low",8.22869449381652
"IRL","ROU",2015,"65+","Female","Middle",11.9870108636197
"IRL","ROU",2015,"65+","Male","High",12.2455767615953
"IRL","ROU",2015,"65+","Male","Low",10.9658242917731
"IRL","ROU",2015,"65+","Male","Middle",17.8705618926707
"IRL","SVK",2000,"0-19","Female","High",0.000958183897454999
"IRL","SVK",2000,"0-19","Female","Low",34.1395643517691
"IRL","SVK",2000,"0-19","Female","Middle",5.36016315607603
"IRL","SVK",2000,"0-19","Male","High",0.0011265281017788
"IRL","SVK",2000,"0-19","Male","Low",58.4580590788081
"IRL","SVK",2000,"0-19","Male","Middle",9.45863315297882
"IRL","SVK",2000,"20-39","Female","High",34.252348777157
"IRL","SVK",2000,"20-39","Female","Low",19.2970887829535
"IRL","SVK",2000,"20-39","Female","Middle",85.4735179815241
"IRL","SVK",2000,"20-39","Male","High",56.9689656020502
"IRL","SVK",2000,"20-39","Male","Low",30.6315009940633
"IRL","SVK",2000,"20-39","Male","Middle",157.649833528022
"IRL","SVK",2000,"40-64","Female","High",11.6285704631459
"IRL","SVK",2000,"40-64","Female","Low",7.72473970437845
"IRL","SVK",2000,"40-64","Female","Middle",27.8582139593807
"IRL","SVK",2000,"40-64","Male","High",23.9890957127019
"IRL","SVK",2000,"40-64","Male","Low",12.0340543440879
"IRL","SVK",2000,"40-64","Male","Middle",45.859907111054
"IRL","SVK",2000,"65+","Female","High",0.696119768632544
"IRL","SVK",2000,"65+","Female","Low",1.23286927722429
"IRL","SVK",2000,"65+","Female","Middle",3.01292751312313
"IRL","SVK",2000,"65+","Male","High",2.28239026022576
"IRL","SVK",2000,"65+","Male","Low",2.06728021360184
"IRL","SVK",2000,"65+","Male","Middle",4.19490589333386
"IRL","SVK",2005,"0-19","Female","High",0.00663673888673629
"IRL","SVK",2005,"0-19","Female","Low",60.7127818278545
"IRL","SVK",2005,"0-19","Female","Middle",39.8802062349446
"IRL","SVK",2005,"0-19","Male","High",0.0184326467557117
"IRL","SVK",2005,"0-19","Male","Low",102.461146627099
"IRL","SVK",2005,"0-19","Male","Middle",69.3055505309078
"IRL","SVK",2005,"20-39","Female","High",255.637263587765
"IRL","SVK",2005,"20-39","Female","Low",114.021039678818
"IRL","SVK",2005,"20-39","Female","Middle",590.256536698471
"IRL","SVK",2005,"20-39","Male","High",389.760128605177
"IRL","SVK",2005,"20-39","Male","Low",198.967330906601
"IRL","SVK",2005,"20-39","Male","Middle",1086.56716300611
"IRL","SVK",2005,"40-64","Female","High",30.5081946775463
"IRL","SVK",2005,"40-64","Female","Low",17.007988459671
"IRL","SVK",2005,"40-64","Female","Middle",68.1655246121725
"IRL","SVK",2005,"40-64","Male","High",62.2909927754306
"IRL","SVK",2005,"40-64","Male","Low",28.9759679700408
"IRL","SVK",2005,"40-64","Male","Middle",127.86286093477
"IRL","SVK",2005,"65+","Female","High",2.92741620984632
"IRL","SVK",2005,"65+","Female","Low",4.63798504690435
"IRL","SVK",2005,"65+","Female","Middle",11.1219890679103
"IRL","SVK",2005,"65+","Male","High",9.13507244531188
"IRL","SVK",2005,"65+","Male","Low",7.80175378094266
"IRL","SVK",2005,"65+","Male","Middle",16.1275039374478
"IRL","SVK",2010,"0-19","Female","High",0.00873800122078066
"IRL","SVK",2010,"0-19","Female","Low",410.650642732666
"IRL","SVK",2010,"0-19","Female","Middle",39.5165470576177
"IRL","SVK",2010,"0-19","Male","High",0.0225326796013581
"IRL","SVK",2010,"0-19","Male","Low",627.284160425365
"IRL","SVK",2010,"0-19","Male","Middle",60.8725911311474
"IRL","SVK",2010,"20-39","Female","High",232.43462836105
"IRL","SVK",2010,"20-39","Female","Low",113.990126904744
"IRL","SVK",2010,"20-39","Female","Middle",488.050552070307
"IRL","SVK",2010,"20-39","Male","High",305.010868070522
"IRL","SVK",2010,"20-39","Male","Low",172.121504860815
"IRL","SVK",2010,"20-39","Male","Middle",786.445334580821
"IRL","SVK",2010,"40-64","Female","High",56.0708253505671
"IRL","SVK",2010,"40-64","Female","Low",29.0693368418254
"IRL","SVK",2010,"40-64","Female","Middle",124.175867381933
"IRL","SVK",2010,"40-64","Male","High",97.5644454010171
"IRL","SVK",2010,"40-64","Male","Low",43.1743260580246
"IRL","SVK",2010,"40-64","Male","Middle",209.170903542897
"IRL","SVK",2010,"65+","Female","High",4.42757073098359
"IRL","SVK",2010,"65+","Female","Low",4.66090264883025
"IRL","SVK",2010,"65+","Female","Middle",14.1844293722783
"IRL","SVK",2010,"65+","Male","High",10.5274006041405
"IRL","SVK",2010,"65+","Male","Low",7.80376915174608
"IRL","SVK",2010,"65+","Male","Middle",20.1929502006635
"IRL","SVK",2015,"0-19","Female","High",0.00778540223750627
"IRL","SVK",2015,"0-19","Female","Low",1012.73178486988
"IRL","SVK",2015,"0-19","Female","Middle",25.9121324108879
"IRL","SVK",2015,"0-19","Male","High",0.00816677576670684
"IRL","SVK",2015,"0-19","Male","Low",1456.05232354723
"IRL","SVK",2015,"0-19","Male","Middle",42.4932951732112
"IRL","SVK",2015,"20-39","Female","High",259.286537257801
"IRL","SVK",2015,"20-39","Female","Low",88.6223385454336
"IRL","SVK",2015,"20-39","Female","Middle",462.830658070919
"IRL","SVK",2015,"20-39","Male","High",362.026879077863
"IRL","SVK",2015,"20-39","Male","Low",152.237287835634
"IRL","SVK",2015,"20-39","Male","Middle",817.076440729175
"IRL","SVK",2015,"40-64","Female","High",98.80263827034
"IRL","SVK",2015,"40-64","Female","Low",46.3011664031734
"IRL","SVK",2015,"40-64","Female","Middle",209.298115127598
"IRL","SVK",2015,"40-64","Male","High",167.657324854548
"IRL","SVK",2015,"40-64","Male","Low",71.2694076536664
"IRL","SVK",2015,"40-64","Male","Middle",360.630240517586
"IRL","SVK",2015,"65+","Female","High",7.76998262263219
"IRL","SVK",2015,"65+","Female","Low",5.60364163645066
"IRL","SVK",2015,"65+","Female","Middle",19.4850368814458
"IRL","SVK",2015,"65+","Male","High",15.5896998458115
"IRL","SVK",2015,"65+","Male","Low",10.0904985082528
"IRL","SVK",2015,"65+","Male","Middle",29.4889341990713
"IRL","SVN",2000,"0-19","Female","High",0.000304927204269389
"IRL","SVN",2000,"0-19","Female","Low",1.37981421750021
"IRL","SVN",2000,"0-19","Female","Middle",0.267756542846299
"IRL","SVN",2000,"0-19","Male","High",0.000604290248826537
"IRL","SVN",2000,"0-19","Male","Low",2.56520167631183
"IRL","SVN",2000,"0-19","Male","Middle",0.494284814732936
"IRL","SVN",2000,"20-39","Female","High",1.33119088056724
"IRL","SVN",2000,"20-39","Female","Low",0.740844850791913
"IRL","SVN",2000,"20-39","Female","Middle",4.03567579908082
"IRL","SVN",2000,"20-39","Male","High",2.02605502684042
"IRL","SVN",2000,"20-39","Male","Low",1.45254198129219
"IRL","SVN",2000,"20-39","Male","Middle",7.97915398637839
"IRL","SVN",2000,"40-64","Female","High",0.441655784334028
"IRL","SVN",2000,"40-64","Female","Low",0.539018081975146
"IRL","SVN",2000,"40-64","Female","Middle",1.43975839535178
"IRL","SVN",2000,"40-64","Male","High",0.957518757496617
"IRL","SVN",2000,"40-64","Male","Low",0.924750257344401
"IRL","SVN",2000,"40-64","Male","Middle",2.63293158690672
"IRL","SVN",2000,"65+","Female","High",0.0794937322687448
"IRL","SVN",2000,"65+","Female","Low",0.145220740578066
"IRL","SVN",2000,"65+","Female","Middle",0.348899291789347
"IRL","SVN",2000,"65+","Male","High",0.189217806635989
"IRL","SVN",2000,"65+","Male","Low",0.380967405559524
"IRL","SVN",2000,"65+","Male","Middle",0.487414704837462
"IRL","SVN",2005,"0-19","Female","High",0.00113552197508612
"IRL","SVN",2005,"0-19","Female","Low",3.17412101589509
"IRL","SVN",2005,"0-19","Female","Middle",1.04371848200403
"IRL","SVN",2005,"0-19","Male","High",0.00206660711074064
"IRL","SVN",2005,"0-19","Male","Low",4.81511473029711
"IRL","SVN",2005,"0-19","Male","Middle",1.6649262287116
"IRL","SVN",2005,"20-39","Female","High",5.35115326552078
"IRL","SVN",2005,"20-39","Female","Low",1.8545481007968
"IRL","SVN",2005,"20-39","Female","Middle",13.6215852835458
"IRL","SVN",2005,"20-39","Male","High",6.10514884925314
"IRL","SVN",2005,"20-39","Male","Low",3.18932538874617
"IRL","SVN",2005,"20-39","Male","Middle",22.9670234311158
"IRL","SVN",2005,"40-64","Female","High",1.07839152634858
"IRL","SVN",2005,"40-64","Female","Low",0.957628908829955
"IRL","SVN",2005,"40-64","Female","Middle",3.11348585078268
"IRL","SVN",2005,"40-64","Male","High",1.75488785730705
"IRL","SVN",2005,"40-64","Male","Low",1.37429097546279
"IRL","SVN",2005,"40-64","Male","Middle",4.91330374932292
"IRL","SVN",2005,"65+","Female","High",0.272319207667571
"IRL","SVN",2005,"65+","Female","Low",0.422445327134967
"IRL","SVN",2005,"65+","Female","Middle",1.0684357472866
"IRL","SVN",2005,"65+","Male","High",0.535602513569897
"IRL","SVN",2005,"65+","Male","Low",0.865967642880625
"IRL","SVN",2005,"65+","Male","Middle",1.35030806208811
"IRL","SVN",2010,"0-19","Female","High",0.00125826786643774
"IRL","SVN",2010,"0-19","Female","Low",4.26853002318439
"IRL","SVN",2010,"0-19","Female","Middle",1.04798216498385
"IRL","SVN",2010,"0-19","Male","High",0.00239168047059398
"IRL","SVN",2010,"0-19","Male","Low",6.63249931029781
"IRL","SVN",2010,"0-19","Male","Middle",1.63323366120047
"IRL","SVN",2010,"20-39","Female","High",7.01377913427847
"IRL","SVN",2010,"20-39","Female","Low",2.01812701411969
"IRL","SVN",2010,"20-39","Female","Middle",13.7537743533135
"IRL","SVN",2010,"20-39","Male","High",7.43371900985877
"IRL","SVN",2010,"20-39","Male","Low",3.1476158959566
"IRL","SVN",2010,"20-39","Male","Middle",24.1063183225421
"IRL","SVN",2010,"40-64","Female","High",1.96922502318087
"IRL","SVN",2010,"40-64","Female","Low",1.43278382155144
"IRL","SVN",2010,"40-64","Female","Middle",4.913286811495
"IRL","SVN",2010,"40-64","Male","High",2.9944621252427
"IRL","SVN",2010,"40-64","Male","Low",2.16606428853244
"IRL","SVN",2010,"40-64","Male","Middle",8.03330677625807
"IRL","SVN",2010,"65+","Female","High",0.289537572312165
"IRL","SVN",2010,"65+","Female","Low",0.421363582772588
"IRL","SVN",2010,"65+","Female","Middle",0.954956541289918
"IRL","SVN",2010,"65+","Male","High",0.516162224631059
"IRL","SVN",2010,"65+","Male","Low",0.74039366821109
"IRL","SVN",2010,"65+","Male","Middle",1.34109171738455
"IRL","SVN",2015,"0-19","Female","High",0.0014496569369648
"IRL","SVN",2015,"0-19","Female","Low",5.85983723611198
"IRL","SVN",2015,"0-19","Female","Middle",0.962915833606236
"IRL","SVN",2015,"0-19","Male","High",0.00341396373173844
"IRL","SVN",2015,"0-19","Male","Low",10.5808611958207
"IRL","SVN",2015,"0-19","Male","Middle",1.66194436324906
"IRL","SVN",2015,"20-39","Female","High",10.6277116020999
"IRL","SVN",2015,"20-39","Female","Low",2.63115794387227
"IRL","SVN",2015,"20-39","Female","Middle",15.4850108592835
"IRL","SVN",2015,"20-39","Male","High",11.1075482486997
"IRL","SVN",2015,"20-39","Male","Low",4.18232121166375
"IRL","SVN",2015,"20-39","Male","Middle",33.10612494802
"IRL","SVN",2015,"40-64","Female","High",3.55491472392023
"IRL","SVN",2015,"40-64","Female","Low",2.15868713253264
"IRL","SVN",2015,"40-64","Female","Middle",7.79717270100044
"IRL","SVN",2015,"40-64","Male","High",5.55449858611875
"IRL","SVN",2015,"40-64","Male","Low",3.91932961142184
"IRL","SVN",2015,"40-64","Male","Middle",14.4807021059079
"IRL","SVN",2015,"65+","Female","High",0.454822395517373
"IRL","SVN",2015,"65+","Female","Low",0.582206657993594
"IRL","SVN",2015,"65+","Female","Middle",1.35596780897722
"IRL","SVN",2015,"65+","Male","High",0.866489717576898
"IRL","SVN",2015,"65+","Male","Low",1.05530258932802
"IRL","SVN",2015,"65+","Male","Middle",2.34392510045012
"IRL","SWE",2000,"0-19","Female","High",0.0020945203500095
"IRL","SWE",2000,"0-19","Female","Low",55.1293944738567
"IRL","SWE",2000,"0-19","Female","Middle",10.1954963692917
"IRL","SWE",2000,"0-19","Male","High",0.00298111741580854
"IRL","SWE",2000,"0-19","Male","Low",69.3102187483929
"IRL","SWE",2000,"0-19","Male","Middle",12.9616522315439
"IRL","SWE",2000,"20-39","Female","High",77.2365463895153
"IRL","SWE",2000,"20-39","Female","Low",22.2551774709092
"IRL","SWE",2000,"20-39","Female","Middle",103.488083389732
"IRL","SWE",2000,"20-39","Male","High",78.6291407349894
"IRL","SWE",2000,"20-39","Male","Low",27.8096805570303
"IRL","SWE",2000,"20-39","Male","Middle",164.693745444788
"IRL","SWE",2000,"40-64","Female","High",15.5642038067168
"IRL","SWE",2000,"40-64","Female","Low",10.5415611808277
"IRL","SWE",2000,"40-64","Female","Middle",23.9184268600124
"IRL","SWE",2000,"40-64","Male","High",17.8926823437765
"IRL","SWE",2000,"40-64","Male","Low",14.6511735935032
"IRL","SWE",2000,"40-64","Male","Middle",31.5161478714774
"IRL","SWE",2000,"65+","Female","High",1.07330365735071
"IRL","SWE",2000,"65+","Female","Low",3.74535687462896
"IRL","SWE",2000,"65+","Female","Middle",3.00761633769071
"IRL","SWE",2000,"65+","Male","High",1.68305470206125
"IRL","SWE",2000,"65+","Male","Low",4.77791402442345
"IRL","SWE",2000,"65+","Male","Middle",3.68563180678478
"IRL","SWE",2005,"0-19","Female","High",0.0118199811352086
"IRL","SWE",2005,"0-19","Female","Low",82.7178940245055
"IRL","SWE",2005,"0-19","Female","Middle",33.1650770928239
"IRL","SWE",2005,"0-19","Male","High",0.012318016321601
"IRL","SWE",2005,"0-19","Male","Low",94.1177726104607
"IRL","SWE",2005,"0-19","Male","Middle",40.6580998871097
"IRL","SWE",2005,"20-39","Female","High",239.977835841598
"IRL","SWE",2005,"20-39","Female","Low",68.8364964726777
"IRL","SWE",2005,"20-39","Female","Middle",278.94770626927
"IRL","SWE",2005,"20-39","Male","High",226.547114347315
"IRL","SWE",2005,"20-39","Male","Low",81.2189704748447
"IRL","SWE",2005,"20-39","Male","Middle",437.897998191806
"IRL","SWE",2005,"40-64","Female","High",25.9179928052859
"IRL","SWE",2005,"40-64","Female","Low",13.2066216678759
"IRL","SWE",2005,"40-64","Female","Middle",36.5596520302952
"IRL","SWE",2005,"40-64","Male","High",29.2489137017681
"IRL","SWE",2005,"40-64","Male","Low",17.4266898492998
"IRL","SWE",2005,"40-64","Male","Middle",51.9499522056322
"IRL","SWE",2005,"65+","Female","High",3.77150953496355
"IRL","SWE",2005,"65+","Female","Low",7.47272475289405
"IRL","SWE",2005,"65+","Female","Middle",7.57122473491376
"IRL","SWE",2005,"65+","Male","High",4.89264791986559
"IRL","SWE",2005,"65+","Male","Low",9.31959485529392
"IRL","SWE",2005,"65+","Male","Middle",8.57101940957624
